北海道	帯広	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=20&block_no=47417&year=&month=&day=&view=
北海道	釧路	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=19&block_no=47418&year=&month=&day=&view=
北海道	根室	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=47420&year=2017&month=&day=&view=
北海道	紋別	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=47435&year=&month=&day=&view=
北海道	綱走	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=47409&year=&month=&day=&view=
北海道	稚内	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=11&block_no=47401&year=&month=&day=&view=
北海道	旭川	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=12&block_no=47407&year=&month=&day=&view=
北海道	岩見沢	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=47413&year=&month=&day=&view=
北海道	室蘭	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=21&block_no=47423&year=&month=&day=&view=
北海道	苫小牧	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=21&block_no=47424&year=&month=&day=&view=
北海道	札幌	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=47412&year=&month=&day=&view=
北海道	倶知安	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=47433&year=&month=&day=&view=
北海道	函館	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=23&block_no=47430&year=&month=&day=&view=
青森県	青森	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=31&block_no=47575&year=&month=&day=&view=
青森県	八戸	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=31&block_no=47581&year=&month=&day=&view=
青森県	深浦	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=31&block_no=47574&year=&month=&day=&view=
青森県	むつ	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=31&block_no=47576&year=&month=&day=&view=
秋田県	秋田	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=32&block_no=47582&year=&month=&day=&view=
岩手県	盛岡	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=33&block_no=47584&year=&month=&day=&view=
岩手県	大船渡	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=33&block_no=47512&year=&month=&day=&view=
岩手県	宮古	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=33&block_no=47585&year=&month=&day=&view=
宮城県	石巻	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=34&block_no=47592&year=&month=&day=&view=
宮城県	仙台	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=34&block_no=47590&year=&month=&day=&view=
山形県	新庄	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=35&block_no=47520&year=&month=&day=&view=
山形県	山形	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=35&block_no=47588&year=&month=&day=&view=
新潟県	新潟	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=54&block_no=47604&year=&month=&day=&view=
新潟県	高田	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=54&block_no=47612&year=&month=&day=&view=
新潟県	相川	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=54&block_no=47602&year=&month=&day=&view=
